<before>	287 223 349 317 178 170 401 185 283 255 323 242 381 302 354 94 204 397 93 413 3 281 37 95 58 395 47 361 103 393 42 358 342 327 237 415 216 31 427 319 1 365 152 200 89 45 188 68 142 312 143 225 44 62 367 338 201 261 260 414 266 438 114 340 84 228 134 171 215 41 391 325 210 396 169 245 18 10 273 87 4 50 398 339 337 440 428 241 236 57 406 309 72 8 144 64 353 138 181 46 195 336 126 290 67 356 146 157 135 231 362 407 403 70 264 366 98 19 123 270 121 374 297 233 392 219 196 435 69 385 90 5 268 179 372 111 163 421 137 295 150 132 15 211 154 43 49 249 217 20 310 116 56 140 422 232 59 269 109 285 375 364 16 148 298 74 274 296 26 187 333 318 250 102 158 81 227 262 112 286 85 105 115 6 256 38 164 78 436 190 437 341 35 314 76 313 328 177 373 25 191 400 359 382 331 213 351 33 234 88 202 77 13 322 244 128 292 40 36 147 136 120 412 106 370 63 51 402 117 303 11 214 418 24 243 159 124 21 277 79 330 332 66 410 97 263 176 307 226 149 352 350 254 86 441 28 386 304 377 300 209 432 334 30 378 80 279 139 420 326 246 308 92 424 434 145 113 60 384 39 104 276 238 218 320 311 417 207 162 430 284 160 289 9 183 360 275 52 383 99 442 167 55 129 443 278 425 14 203 394 357 371 73 379 130 229 222 32 423 306 141 343 235 257 61 23 252 409 247 127 248 315 388 180 419 110 416 34 186 387 100 346 251 82 205 12 155 75 165 54 221 316 369 305 7 125 220 189 408 347 194 53 27 212 122 291 184 293 344 329 405 288 101 173 411 83 431 280 166 368 380 399 17 253 390 91 175 258 108 96 389 259 208 156 199 404 282 197 151 131 376 426 161 182 439 22 206 118 294 29 172 119 198 48 239 224 230 433 299 240 265 71 321 301 174 348 193 133 271 65 324 2 192 363 272 335 267 345 168 153 107 355 429 
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2427
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2426
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2425
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2424
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2423
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2422
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2421
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2420
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2419
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2418
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2417
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2416
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2415
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2414
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2413
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2412
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2411
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2410
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2409
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2408
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2407
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2406
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2405
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2404
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2403
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2402
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2401
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2400
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2399
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2398
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2397
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2396
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2395
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2394
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2393
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2392
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2391
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2390
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2389
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2388
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2387
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2386
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2385
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2384
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2383
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2382
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2381
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2380
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2379
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2378
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2377
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2376
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2375
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2374
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2373
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2372
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2371
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2370
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2369
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2368
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2367
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2366
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2365
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2364
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2363
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2362
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2361
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2360
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2359
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2358
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2357
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2356
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2355
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2354
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2353
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2352
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2351
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2350
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2349
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2348
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2347
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2346
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2345
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2344
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2343
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2342
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2341
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2340
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2339
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2338
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2337
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2336
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2335
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2334
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2333
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2332
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2331
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2330
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2329
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2328
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2327
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2326
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2325
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2324
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2323
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2322
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2321
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2320
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2319
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2318
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2317
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2316
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2315
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2314
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2313
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2312
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2311
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2310
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2309
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2308
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2307
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2306
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2305
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2304
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2303
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2302
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2301
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2300
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2299
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2298
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2297
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2296
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2295
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2294
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2293
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2292
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2291
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2290
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2289
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2288
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2287
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2286
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2285
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2284
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2283
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2282
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2281
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2280
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2279
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2278
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2277
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2276
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2275
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2274
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2273
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2272
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2271
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2270
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2269
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2268
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2267
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2266
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2265
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2264
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2263
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2262
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2261
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2260
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2259
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2258
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2257
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2256
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2255
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2254
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2253
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2252
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2251
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2250
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2249
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2248
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2247
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2246
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2245
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2244
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2243
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2242
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2241
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2240
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2239
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2238
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2237
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2236
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2235
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2234
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2233
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2232
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2231
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2230
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2229
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2228
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2227
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2226
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2225
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2224
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2223
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2222
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2221
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2220
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2219
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2218
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2217
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2216
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2215
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2214
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2213
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2212
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2211
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2210
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2209
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2208
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2207
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2206
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2205
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2204
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2203
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2202
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2201
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2200
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2199
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2198
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2197
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2196
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2195
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2194
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2193
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2192
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2191
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2190
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2189
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2188
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2187
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2186
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2185
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2184
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2183
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2182
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2181
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2180
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2179
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2178
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2177
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2176
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2175
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2174
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2173
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2172
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2171
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2170
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2169
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2168
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2167
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2166
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2165
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2164
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2163
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2162
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2161
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2160
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2159
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2158
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2157
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2156
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2155
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2154
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2153
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2152
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2151
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2150
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2149
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2148
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2147
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2146
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2145
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2144
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2143
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2142
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2141
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2140
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2139
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2138
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2137
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2136
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2135
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2134
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2133
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2132
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2131
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2130
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2129
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2128
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2127
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2126
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2125
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2124
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2123
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2122
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2121
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2120
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2119
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2118
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2117
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2116
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2115
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2114
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2113
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2112
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2111
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2110
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2109
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2108
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2107
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2106
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2105
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2104
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2103
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2102
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2101
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2100
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2099
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2098
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2097
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2096
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2095
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2094
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2093
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2092
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2091
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2090
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2089
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2088
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2087
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2086
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2085
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2084
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2083
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2082
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2081
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2080
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2079
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2078
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2077
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2076
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2075
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2074
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2073
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2072
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2071
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2070
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2069
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2068
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2067
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2066
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2065
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2064
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2063
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2062
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2061
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2060
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2059
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2058
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2057
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2056
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2055
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2054
debug:After 2opt Total Distance:	5687
